source_region_id,source_region_name,hemisphere,biological_base_name,normalized_name_en,normalized_name_zh,zh_status,unresolved_descriptors
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_RIGHT,Area Id5 (Insula) right,right,Area Id5 (Insula),Area Id5 (Insula) right,右侧Id5区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_LEFT,Area Id5 (Insula) left,left,Area Id5 (Insula),Area Id5 (Insula) left,左侧Id5区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_RIGHT,Area Id6 (Insula) right,right,Area Id6 (Insula),Area Id6 (Insula) right,右侧Id6区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_LEFT,Area Id6 (Insula) left,left,Area Id6 (Insula),Area Id6 (Insula) left,左侧Id6区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_RIGHT,Area Id10 (Insula) right,right,Area Id10 (Insula),Area Id10 (Insula) right,右侧Id10区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_LEFT,Area Id10 (Insula) left,left,Area Id10 (Insula),Area Id10 (Insula) left,左侧Id10区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_RIGHT,Area Id4 (Insula) right,right,Area Id4 (Insula),Area Id4 (Insula) right,右侧Id4区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_LEFT,Area Id4 (Insula) left,left,Area Id4 (Insula),Area Id4 (Insula) left,左侧Id4区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_RIGHT,Area Id3 (Insula) right,right,Area Id3 (Insula),Area Id3 (Insula) right,右侧Id3区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_LEFT,Area Id3 (Insula) left,left,Area Id3 (Insula),Area Id3 (Insula) left,左侧Id3区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_RIGHT,Area STS2 (STS) right,right,Area STS2 (STS),Area STS2 (STS) right,右侧STS2区（颞上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_LEFT,Area STS2 (STS) left,left,Area STS2 (STS),Area STS2 (STS) left,左侧STS2区（颞上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_RIGHT,Area STS1 (STS) right,right,Area STS1 (STS),Area STS1 (STS) right,右侧STS1区（颞上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_LEFT,Area STS1 (STS) left,left,Area STS1 (STS),Area STS1 (STS) left,左侧STS1区（颞上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_RIGHT,Area OTS1 (OTS) right,right,Area OTS1 (OTS),Area OTS1 (OTS) right,右侧OTS1区（枕颞沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_LEFT,Area OTS1 (OTS) left,left,Area OTS1 (OTS),Area OTS1 (OTS) left,左侧OTS1区（枕颞沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_RIGHT,Area Te 3 (STG) right,right,Area Te 3 (STG),Area Te 3 (STG) right,右侧Te 3区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_LEFT,Area Te 3 (STG) left,left,Area Te 3 (STG),Area Te 3 (STG) left,左侧Te 3区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_RIGHT,Area Te 2.2 (STG) right,right,Area Te 2.2 (STG),Area Te 2.2 (STG) right,右侧Te 2.2区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_LEFT,Area Te 2.2 (STG) left,left,Area Te 2.2 (STG),Area Te 2.2 (STG) left,左侧Te 2.2区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_RIGHT,Area Te 2.1 (STG) right,right,Area Te 2.1 (STG),Area Te 2.1 (STG) right,右侧Te 2.1区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_LEFT,Area Te 2.1 (STG) left,left,Area Te 2.1 (STG),Area Te 2.1 (STG) left,左侧Te 2.1区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_RIGHT,Area Te 1.1 (HESCHL) right,right,Area Te 1.1 (HESCHL),Area Te 1.1 (HESCHL) right,右侧Te 1.1区（颞横回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_LEFT,Area Te 1.1 (HESCHL) left,left,Area Te 1.1 (HESCHL),Area Te 1.1 (HESCHL) left,左侧Te 1.1区（颞横回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_RIGHT,Area Te 1.2 (HESCHL) right,right,Area Te 1.2 (HESCHL),Area Te 1.2 (HESCHL) right,右侧Te 1.2区（颞横回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_LEFT,Area Te 1.2 (HESCHL) left,left,Area Te 1.2 (HESCHL),Area Te 1.2 (HESCHL) left,左侧Te 1.2区（颞横回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_RIGHT,Area Te 1.0 (HESCHL) right,right,Area Te 1.0 (HESCHL),Area Te 1.0 (HESCHL) right,右侧Te 1.0区（颞横回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_LEFT,Area Te 1.0 (HESCHL) left,left,Area Te 1.0 (HESCHL),Area Te 1.0 (HESCHL) left,左侧Te 1.0区（颞横回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_RIGHT,Area Ph1 (PhG) right,right,Area Ph1 (PhG),Area Ph1 (PhG) right,右侧Ph1区（海马旁回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_LEFT,Area Ph1 (PhG) left,left,Area Ph1 (PhG),Area Ph1 (PhG) left,左侧Ph1区（海马旁回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_RIGHT,Area Ph2 (PhG) right,right,Area Ph2 (PhG),Area Ph2 (PhG) right,右侧Ph2区（海马旁回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_LEFT,Area Ph2 (PhG) left,left,Area Ph2 (PhG),Area Ph2 (PhG) left,左侧Ph2区（海马旁回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_RIGHT,Area Ph3 (PhG) right,right,Area Ph3 (PhG),Area Ph3 (PhG) right,右侧Ph3区（海马旁回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_LEFT,Area Ph3 (PhG) left,left,Area Ph3 (PhG),Area Ph3 (PhG) left,左侧Ph3区（海马旁回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS_RIGHT,Area CoS1 (CoS) right,right,Area CoS1 (CoS),Area CoS1 (CoS) right,右侧CoS1区（侧副沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS_LEFT,Area CoS1 (CoS) left,left,Area CoS1 (CoS),Area CoS1 (CoS) left,左侧CoS1区（侧副沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_RIGHT,Area TI (STG) right,right,Area TI (STG),Area TI (STG) right,右侧TI区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_LEFT,Area TI (STG) left,left,Area TI (STG),Area TI (STG) left,左侧TI区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_RIGHT,Area TeI (STG) right,right,Area TeI (STG),Area TeI (STG) right,右侧TeI区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_LEFT,Area TeI (STG) left,left,Area TeI (STG),Area TeI (STG) left,左侧TeI区（颞上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG_RIGHT,Area FG5 (FusG) right,right,Area FG5 (FusG),Area FG5 (FusG) right,右侧FG5区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG_LEFT,Area FG5 (FusG) left,left,Area FG5 (FusG),Area FG5 (FusG) left,左侧FG5区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG_RIGHT,Area FG2 (FusG) right,right,Area FG2 (FusG),Area FG2 (FusG) right,右侧FG2区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG_LEFT,Area FG2 (FusG) left,left,Area FG2 (FusG),Area FG2 (FusG) left,左侧FG2区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG_RIGHT,Area FG3 (FusG) right,right,Area FG3 (FusG),Area FG3 (FusG) right,右侧FG3区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG_LEFT,Area FG3 (FusG) left,left,Area FG3 (FusG),Area FG3 (FusG) left,左侧FG3区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG_RIGHT,Area FG1 (FusG) right,right,Area FG1 (FusG),Area FG1 (FusG) right,右侧FG1区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG_LEFT,Area FG1 (FusG) left,left,Area FG1 (FusG),Area FG1 (FusG) left,左侧FG1区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG_RIGHT,Area FG4 (FusG) right,right,Area FG4 (FusG),Area FG4 (FusG) right,右侧FG4区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG_LEFT,Area FG4 (FusG) left,left,Area FG4 (FusG),Area FG4 (FusG) left,左侧FG4区（梭状回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_RIGHT,"Area TPJ (STG, SMG) right",right,"Area TPJ (STG, SMG)","Area TPJ (STG, SMG) right",右侧TPJ区（颞上回，缘上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_LEFT,"Area TPJ (STG, SMG) left",left,"Area TPJ (STG, SMG)","Area TPJ (STG, SMG) left",左侧TPJ区（颞上回，缘上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_RIGHT,"Area hOc2 (V2, 18) right",right,"Area hOc2 (V2, 18)","Area hOc2 (V2, 18) right",右侧hOc2区（V2，18）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_LEFT,"Area hOc2 (V2, 18) left",left,"Area hOc2 (V2, 18)","Area hOc2 (V2, 18) left",左侧hOc2区（V2，18）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_RIGHT,"Area hOc1 (V1, 17, CalcS) right",right,"Area hOc1 (V1, 17, CalcS)","Area hOc1 (V1, 17, CalcS) right",右侧hOc1区（V1，17，距状沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_LEFT,"Area hOc1 (V1, 17, CalcS) left",left,"Area hOc1 (V1, 17, CalcS)","Area hOc1 (V1, 17, CalcS) left",左侧hOc1区（V1，17，距状沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_RIGHT,Area hOc6 (POS) right,right,Area hOc6 (POS),Area hOc6 (POS) right,右侧hOc6区（顶枕沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_LEFT,Area hOc6 (POS) left,left,Area hOc6 (POS),Area hOc6 (POS) left,左侧hOc6区（顶枕沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_RIGHT,Area hOc4d (Cuneus) right,right,Area hOc4d (Cuneus),Area hOc4d (Cuneus) right,右侧hOc4d区（楔叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_LEFT,Area hOc4d (Cuneus) left,left,Area hOc4d (Cuneus),Area hOc4d (Cuneus) left,左侧hOc4d区（楔叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_RIGHT,Area hOc3d (Cuneus) right,right,Area hOc3d (Cuneus),Area hOc3d (Cuneus) right,右侧hOc3d区（楔叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_LEFT,Area hOc3d (Cuneus) left,left,Area hOc3d (Cuneus),Area hOc3d (Cuneus) left,左侧hOc3d区（楔叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_RIGHT,Area hOc3v (LingG) right,right,Area hOc3v (LingG),Area hOc3v (LingG) right,右侧hOc3v区（舌回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_LEFT,Area hOc3v (LingG) left,left,Area hOc3v (LingG),Area hOc3v (LingG) left,左侧hOc3v区（舌回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_RIGHT,Area hOc4v (LingG) right,right,Area hOc4v (LingG),Area hOc4v (LingG) right,右侧hOc4v区（舌回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_LEFT,Area hOc4v (LingG) left,left,Area hOc4v (LingG),Area hOc4v (LingG) left,左侧hOc4v区（舌回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_RIGHT,Area hOc4lp (LOC) right,right,Area hOc4lp (LOC),Area hOc4lp (LOC) right,右侧hOc4lp区（外侧枕叶皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_LEFT,Area hOc4lp (LOC) left,left,Area hOc4lp (LOC),Area hOc4lp (LOC) left,左侧hOc4lp区（外侧枕叶皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_RIGHT,Area hOc5 (LOC) right,right,Area hOc5 (LOC),Area hOc5 (LOC) right,右侧hOc5区（外侧枕叶皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_LEFT,Area hOc5 (LOC) left,left,Area hOc5 (LOC),Area hOc5 (LOC) left,左侧hOc5区（外侧枕叶皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_RIGHT,Area hOc4la (LOC) right,right,Area hOc4la (LOC),Area hOc4la (LOC) right,右侧hOc4la区（外侧枕叶皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_LEFT,Area hOc4la (LOC) left,left,Area hOc4la (LOC),Area hOc4la (LOC) left,左侧hOc4la区（外侧枕叶皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_RIGHT,Area p24c.pd24cd (pACC) right,right,Area p24c.pd24cd (pACC),Area p24c.pd24cd (pACC) right,右侧p24c.pd24cd区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_RIGHT,Area p24c.pd24cv (pACC) right,right,Area p24c.pd24cv (pACC),Area p24c.pd24cv (pACC) right,右侧p24c.pd24cv区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_RIGHT,Area p24c.pv24c (pACC) right,right,Area p24c.pv24c (pACC),Area p24c.pv24c (pACC) right,右侧p24c.pv24c区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_LEFT,Area p24c.pd24cd (pACC) left,left,Area p24c.pd24cd (pACC),Area p24c.pd24cd (pACC) left,左侧p24c.pd24cd区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_LEFT,Area p24c.pd24cv (pACC) left,left,Area p24c.pd24cv (pACC),Area p24c.pd24cv (pACC) left,左侧p24c.pd24cv区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_LEFT,Area p24c.pv24c (pACC) left,left,Area p24c.pv24c (pACC),Area p24c.pv24c (pACC) left,左侧p24c.pv24c区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25A_SACC_RIGHT,Area 25.25a (sACC) right,right,Area 25.25a (sACC),Area 25.25a (sACC) right,右侧25.25a区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25P_SACC_RIGHT,Area 25.25p (sACC) right,right,Area 25.25p (sACC),Area 25.25p (sACC) right,右侧25.25p区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25A_SACC_LEFT,Area 25.25a (sACC) left,left,Area 25.25a (sACC),Area 25.25a (sACC) left,左侧25.25a区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25P_SACC_LEFT,Area 25.25p (sACC) left,left,Area 25.25p (sACC),Area 25.25p (sACC) left,左侧25.25p区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_RIGHT,Area p24ab.p24a (pACC) right,right,Area p24ab.p24a (pACC),Area p24ab.p24a (pACC) right,右侧p24ab.p24a区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_RIGHT,Area p24ab.p24b (pACC) right,right,Area p24ab.p24b (pACC),Area p24ab.p24b (pACC) right,右侧p24ab.p24b区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_LEFT,Area p24ab.p24a (pACC) left,left,Area p24ab.p24a (pACC),Area p24ab.p24a (pACC) left,左侧p24ab.p24a区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_LEFT,Area p24ab.p24b (pACC) left,left,Area p24ab.p24b (pACC),Area p24ab.p24b (pACC) left,左侧p24ab.p24b区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_RIGHT,Area s32 (sACC) right,right,Area s32 (sACC),Area s32 (sACC) right,右侧s32区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_LEFT,Area s32 (sACC) left,left,Area s32 (sACC),Area s32 (sACC) left,左侧s32区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC_RIGHT,Area 33 (ACC) right,right,Area 33 (ACC),Area 33 (ACC) right,右侧33区（前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC_LEFT,Area 33 (ACC) left,left,Area 33 (ACC),Area 33 (ACC) left,左侧33区（前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_RIGHT,Area p32 (pACC) right,right,Area p32 (pACC),Area p32 (pACC) right,右侧p32区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_LEFT,Area p32 (pACC) left,left,Area p32 (pACC),Area p32 (pACC) left,左侧p32区（膝前部前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_RIGHT,Area s24.s24a (sACC) right,right,Area s24.s24a (sACC),Area s24.s24a (sACC) right,右侧s24.s24a区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_RIGHT,Area s24.s24b (sACC) right,right,Area s24.s24b (sACC),Area s24.s24b (sACC) right,右侧s24.s24b区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_LEFT,Area s24.s24a (sACC) left,left,Area s24.s24a (sACC),Area s24.s24a (sACC) left,左侧s24.s24a区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_LEFT,Area s24.s24b (sACC) left,left,Area s24.s24b (sACC),Area s24.s24b (sACC) left,左侧s24.s24b区（膝下前扣带皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_RIGHT,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) right",right,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis)","Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) right",右侧PirT.Tit区（梨状皮质内侧部，梨状皮质颞区，颞切迹）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_RIGHT,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) right",right,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus)","Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) right",右侧PirT.Tu区（梨状皮质内侧部，梨状皮质颞区，钩回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_LEFT,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) left",left,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis)","Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) left",左侧PirT.Tit区（梨状皮质内侧部，梨状皮质颞区，颞切迹）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_LEFT,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) left",left,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus)","Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) left",左侧PirT.Tu区（梨状皮质内侧部，梨状皮质颞区，钩回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_RIGHT,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) right",right,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part)","Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) right",右侧PirTB.TBd区（梨状皮质内侧部，梨状皮质颞底区，背侧部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBV_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_VENTRAL_PART_RIGHT,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) right",right,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part)","Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) right",右侧PirTB.TBv区（梨状皮质内侧部，梨状皮质颞底区，腹侧部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_LEFT,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) left",left,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part)","Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) left",左侧PirTB.TBd区（梨状皮质内侧部，梨状皮质颞底区，背侧部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBV_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_VENTRAL_PART_LEFT,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) left",left,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part)","Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) left",左侧PirTB.TBv区（梨状皮质内侧部，梨状皮质颞底区，腹侧部）,resolved,
