source_id,source_name,source_granularity,current_g1_target_id,current_g1_target_name,current_relation,current_classification,historical_status,historical_conflict_exists,historical_conflict_source_id,historical_conflict_source_name,historical_conflict_target_id,historical_conflict_target_name,historical_conflict_target_granularity,historical_conflict_relation_type,historical_conflict_decision,historical_conflict_source_file,conflict_level,same_source,same_target,same_relation_pair,conflict_affects_current_g1_relation,resolution,resolution_reason,family
NGIQ-BR-00000754,"VM (Thalamus, ventral medial Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000754,"VM (Thalamus, ventral medial Nucleus) left",NGIQ-BR-00000245,"Left Thalamus, Brainnetome 8_8",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_8），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000755,"VA (Thalamus, ventral anterior Nucleus (ventral)) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000755,"VA (Thalamus, ventral anterior Nucleus (ventral)) right",NGIQ-BR-00000232,"Right Thalamus, Brainnetome 8_1",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_1），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000756,"VA (Thalamus, ventral anterior Nucleus (ventral)) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000756,"VA (Thalamus, ventral anterior Nucleus (ventral)) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000757,"VLA (Thalamus, ventral lateral anterior Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000757,"VLA (Thalamus, ventral lateral anterior Nucleus) right",NGIQ-BR-00000234,"Right Thalamus, Brainnetome 8_2",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000758,"VLA (Thalamus, ventral lateral anterior Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000758,"VLA (Thalamus, ventral lateral anterior Nucleus) left",NGIQ-BR-00000245,"Left Thalamus, Brainnetome 8_8",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_8），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000759,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000759,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part) right",NGIQ-BR-00000232,"Right Thalamus, Brainnetome 8_1",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_1），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000760,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000760,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000761,"VPM (Thalamus, ventral posterior medial Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000761,"VPM (Thalamus, ventral posterior medial Nucleus) right",NGIQ-BR-00000234,"Right Thalamus, Brainnetome 8_2",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000762,"VPM (Thalamus, ventral posterior medial Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000762,"VPM (Thalamus, ventral posterior medial Nucleus) left",NGIQ-BR-00000245,"Left Thalamus, Brainnetome 8_8",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_8），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000763,"sPf (Thalamus, subparafascicular Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000763,"sPf (Thalamus, subparafascicular Nucleus) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000764,"sPf (Thalamus, subparafascicular Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000764,"sPf (Thalamus, subparafascicular Nucleus) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000765,"Pf (Thalamus, parafascicular Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000765,"Pf (Thalamus, parafascicular Nucleus) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000766,"Pf (Thalamus, parafascicular Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000766,"Pf (Thalamus, parafascicular Nucleus) left",NGIQ-BR-00000245,"Left Thalamus, Brainnetome 8_8",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_8），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000767,"CM (Thalamus, centromedian Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000767,"CM (Thalamus, centromedian Nucleus) right",NGIQ-BR-00000234,"Right Thalamus, Brainnetome 8_2",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000768,"CM (Thalamus, centromedian Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000768,"CM (Thalamus, centromedian Nucleus) left",NGIQ-BR-00000245,"Left Thalamus, Brainnetome 8_8",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_8），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000769,"CL (Thalamus, anterior intralaminar nuclei) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000769,"CL (Thalamus, anterior intralaminar nuclei) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000770,"CL (Thalamus, anterior intralaminar nuclei) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000770,"CL (Thalamus, anterior intralaminar nuclei) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
